Exposure Amount ($);Credit Score;Loan Term (Months);Interest Rate (%);Income ($);Loan to Value Ratio (%);Debt to Income Ratio (%);Employment History (Years);Previous Defaults;Home Ownership;Loan Purpose;Loan Type;Region;LGD%
130452;726;48;7,48;51502;75;13;3;2;Own;Auto Loan;Fixed Rate;South;0,01000368
174687;770;60;5,71;48613;76;26;3;2;Own;Home Purchase;Adjustable Rate;East;0,538740719
144195;637;48;8,01;81296;104;19;1;2;Own;Home Improvement;Fixed Rate;East;0,355442283
48466;804;60;4,28;32699;63;21;2;2;Rent;Home Purchase;Adjustable Rate;South;0,010007015
253225;699;60;7,29;15982;75;34;4;1;Rent;Home Purchase;Fixed Rate;North;0,009999013
144473;716;72;4,1;36675;75;25;8;1;Own;Home Purchase;Adjustable Rate;South;0,043530625
201009;687;48;4,5;55037;91;27;7;1;Own;Debt Consolidation;Fixed Rate;East;0,177335343
115398;653;36;6,86;56236;99;30;7;0;Mortgage;Debt Consolidation;Fixed Rate;South;0,010000173
226819;688;48;6,73;88910;82;42;4;1;Mortgage;Personal Loan;Fixed Rate;West;0,702198669
164317;670;60;6,46;70123;87;47;1;1;Mortgage;Debt Consolidation;Adjustable Rate;East;0,498694596
180442;630;36;5,86;60256;86;12;4;2;Rent;Home Purchase;Adjustable Rate;South;0,009997672
97737;718;36;7,31;58655;97;39;8;1;Own;Home Purchase;Adjustable Rate;South;0,72070966
210557;662;36;6,29;65394;73;45;6;2;Rent;Auto Loan;Adjustable Rate;West;0,419862555
184491;681;72;10,02;45048;82;8;4;0;Own;Home Improvement;Adjustable Rate;West;0,010000488
215092;712;72;7,08;66778;86;22;3;2;Rent;Home Purchase;Fixed Rate;South;0,835935321
118596;653;36;4,97;56664;78;22;3;0;Mortgage;Personal Loan;Fixed Rate;East;0,010000337
125949;622;24;9,04;38416;87;23;6;2;Own;Debt Consolidation;Adjustable Rate;East;0,00999611
265196;652;48;5,61;61551;79;31;4;2;Own;Home Improvement;Adjustable Rate;West;0,092233669
96999;692;24;7,16;65069;66;23;3;2;Rent;Debt Consolidation;Adjustable Rate;East;0,010000103
143203;708;60;9,39;28953;62;35;6;2;Mortgage;Auto Loan;Adjustable Rate;South;0,171819026
206845;715;60;3,96;90955;79;30;3;0;Own;Auto Loan;Adjustable Rate;North;0,279073703
154886;669;48;5,52;71434;64;28;6;0;Own;Debt Consolidation;Adjustable Rate;East;0,010000904
179148;775;72;5,8;34115;94;21;2;1;Mortgage;Debt Consolidation;Adjustable Rate;South;0,53382678
130028;736;60;5,5;18905;79;15;1;2;Own;Debt Consolidation;Adjustable Rate;East;0,009997847
168503;721;48;4,68;73054;69;20;5;1;Rent;Debt Consolidation;Adjustable Rate;North;0,104787452
84674;666;36;6,88;59916;82;19;3;2;Own;Personal Loan;Adjustable Rate;East;0,010003071
232907;629;48;6,51;66774;85;27;5;0;Rent;Home Improvement;Fixed Rate;East;0,009999699
144092;711;60;5,59;91257;101;18;10;2;Own;Auto Loan;Fixed Rate;West;1
115991;745;24;4,45;50011;88;22;5;2;Own;Home Improvement;Adjustable Rate;North;0,06346182
183319;669;48;5,9;62604;81;20;8;2;Mortgage;Debt Consolidation;Fixed Rate;West;0,201233915
126964;650;24;7,15;50278;68;22;7;2;Own;Home Improvement;Adjustable Rate;East;0,010002835
83287;652;60;7,62;57155;103;24;3;0;Mortgage;Auto Loan;Adjustable Rate;North;0,010001561
82664;685;36;5,79;77791;94;21;6;2;Rent;Home Improvement;Adjustable Rate;West;0,312409271
184689;673;48;6,15;75983;74;39;3;1;Mortgage;Debt Consolidation;Adjustable Rate;North;0,339435483
142021;816;48;7,59;34349;60;35;6;0;Mortgage;Home Improvement;Adjustable Rate;West;0,370656452
143315;586;24;9,12;17262;89;43;6;1;Mortgage;Auto Loan;Adjustable Rate;North;0,009998953
203887;654;24;6,11;30731;82;30;5;0;Rent;Home Improvement;Adjustable Rate;South;0,010000638
93659;700;48;6,02;104714;80;36;0;2;Rent;Auto Loan;Adjustable Rate;East;0,707257178
113466;754;24;7,94;69318;67;18;8;2;Mortgage;Debt Consolidation;Fixed Rate;West;0,29508399
130756;658;36;9,31;26488;84;31;5;2;Rent;Personal Loan;Adjustable Rate;North;0,010003365
154718;743;24;4,94;66754;82;18;4;1;Own;Auto Loan;Adjustable Rate;West;0,009998837
147891;649;60;6,96;30549;90;45;9;1;Rent;Home Purchase;Fixed Rate;West;0,385696222
135656;711;24;5,22;64433;89;17;6;2;Rent;Home Purchase;Adjustable Rate;East;0,010003243
146919;651;48;8,53;66586;69;46;3;2;Rent;Debt Consolidation;Fixed Rate;South;0,414609411
144635;699;72;6,1;77954;86;28;3;2;Rent;Personal Loan;Fixed Rate;West;0,760431431
114020;721;60;6,54;86396;83;33;6;1;Mortgage;Home Improvement;Adjustable Rate;West;0,962146992
109350;683;36;5,9;65575;69;34;5;1;Mortgage;Personal Loan;Adjustable Rate;North;0,010004572
163726;724;60;6,3;100668;71;24;4;2;Rent;Home Improvement;Fixed Rate;North;0,93614942
105454;621;24;5,78;27407;94;39;2;1;Mortgage;Home Purchase;Fixed Rate;West;0,010004362
92132;627;36;5,29;64494;72;36;8;0;Own;Personal Loan;Fixed Rate;South;0,009996527
134385;668;36;6,64;69161;66;19;5;1;Rent;Personal Loan;Adjustable Rate;West;0,010001116
142117;714;60;4,44;63427;80;32;8;0;Own;Home Purchase;Adjustable Rate;North;0,202776585
262836;710;72;7,64;55642;86;36;7;0;Mortgage;Auto Loan;Fixed Rate;South;0,968748573
114765;656;72;7,46;53584;80;40;2;0;Mortgage;Auto Loan;Fixed Rate;East;0,01000305
197163;585;48;6,24;37334;77;11;9;2;Rent;Auto Loan;Fixed Rate;South;0,010001877
187359;704;48;6,14;58669;59;25;1;2;Own;Personal Loan;Fixed Rate;South;0,010002188
90553;792;48;3,28;79433;70;28;6;0;Own;Debt Consolidation;Adjustable Rate;South;0,401389242
188663;644;24;4,69;41268;66;17;7;1;Rent;Auto Loan;Adjustable Rate;East;0,010001961
90806;658;24;8,32;42665;70;39;7;1;Own;Personal Loan;Fixed Rate;West;0,009999339
17041;711;60;9,05;53763;81;33;3;0;Mortgage;Debt Consolidation;Adjustable Rate;South;0,104160554
180316;716;72;6,16;79383;78;27;6;1;Own;Home Purchase;Adjustable Rate;South;0,759344706
62205;705;60;8,05;79169;78;27;4;0;Rent;Debt Consolidation;Adjustable Rate;North;0,264657182
172547;759;72;5,59;73151;97;32;6;1;Mortgage;Auto Loan;Adjustable Rate;East;1
115799;656;72;6,29;56655;80;29;7;0;Own;Personal Loan;Adjustable Rate;South;0,010000086
232978;657;60;6,73;59643;89;48;6;1;Mortgage;Auto Loan;Adjustable Rate;South;0,762239353
203425;666;60;3,39;24432;80;11;7;0;Mortgage;Home Purchase;Fixed Rate;East;0,009998771
127331;709;24;5,73;73607;71;25;1;0;Rent;Auto Loan;Adjustable Rate;East;0,009997565
115608;688;72;6,07;47233;67;25;2;1;Rent;Debt Consolidation;Adjustable Rate;North;0,009999308
89296;644;60;6,94;40640;81;35;5;0;Mortgage;Auto Loan;Fixed Rate;North;0,010000448
127954;745;24;5,66;51381;73;21;3;1;Own;Personal Loan;Adjustable Rate;East;0,010003595
135982;655;36;7,92;77345;89;22;7;2;Own;Home Purchase;Adjustable Rate;South;0,360724213
131765;599;36;6,56;76413;75;31;2;0;Own;Home Improvement;Fixed Rate;East;0,010002656
157835;652;48;6,44;49451;79;10;6;0;Own;Home Purchase;Fixed Rate;East;0,009997782
178926;740;36;5,72;48995;94;30;2;0;Mortgage;Personal Loan;Adjustable Rate;West;0,134278976
167483;638;36;5,93;47542;69;24;6;0;Own;Personal Loan;Adjustable Rate;East;0,010001015
111793;723;72;7,15;76002;87;45;7;2;Mortgage;Home Improvement;Fixed Rate;South;1
78110;723;36;8,32;75238;71;20;7;2;Rent;Home Purchase;Fixed Rate;East;0,345871207
218227;719;72;6,84;28825;54;24;7;0;Rent;Debt Consolidation;Fixed Rate;North;0,009998763
115528;695;36;7,86;65387;83;15;6;1;Rent;Debt Consolidation;Fixed Rate;East;0,009997576
117385;692;24;4,17;37109;76;32;8;2;Own;Home Purchase;Adjustable Rate;North;0,010001278
123941;721;60;6,37;49933;87;16;8;1;Mortgage;Home Improvement;Adjustable Rate;West;0,305129053
57847;675;72;6,36;21724;69;11;4;1;Own;Home Purchase;Fixed Rate;East;0,009991875
126101;625;24;8,32;74749;91;45;2;1;Own;Home Improvement;Fixed Rate;North;0,066724292
126017;695;72;6,11;58218;80;17;5;0;Own;Personal Loan;Fixed Rate;West;0,009998651
181018;627;60;7,86;34942;74;28;4;1;Own;Auto Loan;Fixed Rate;West;0,009999006
184923;639;48;7,25;63887;60;35;9;0;Rent;Home Purchase;Adjustable Rate;South;0,009998756
150189;622;60;7,71;73817;70;29;3;1;Rent;Home Improvement;Fixed Rate;West;0,010000732
196592;618;72;6,87;56059;84;22;3;0;Own;Personal Loan;Adjustable Rate;West;0,010000407
166998;648;36;9,57;53527;70;25;4;1;Mortgage;Home Purchase;Adjustable Rate;North;0,01000012
149216;666;24;4,41;65565;100;39;7;1;Mortgage;Personal Loan;Adjustable Rate;North;0,171382425
158046;708;48;5,92;36287;92;28;5;0;Mortgage;Debt Consolidation;Adjustable Rate;South;0,009997089
140467;651;48;6,03;40443;78;15;2;1;Own;Personal Loan;Adjustable Rate;South;0,010002349
130258;713;24;5,25;73160;80;19;2;2;Mortgage;Personal Loan;Fixed Rate;South;0,010003224
136613;678;36;7,97;35494;80;21;4;2;Rent;Debt Consolidation;Fixed Rate;South;0,009999048
93599;633;60;7,05;86645;82;14;6;1;Rent;Home Improvement;Adjustable Rate;North;0,010000107
164022;726;36;6,67;39919;85;37;6;2;Rent;Home Improvement;Fixed Rate;West;0,445970662
100344;675;24;4,33;86227;71;35;4;2;Rent;Debt Consolidation;Fixed Rate;North;0,009995615
192082;661;36;9,42;65008;82;36;4;2;Mortgage;Personal Loan;Fixed Rate;West;0,325897273
137527;537;36;4,3;77554;77;27;5;2;Mortgage;Auto Loan;Fixed Rate;North;0,009998037
152475;662;60;6,78;34928;102;22;3;1;Mortgage;Home Purchase;Fixed Rate;East;0,01000164
174692;688;60;7,51;70056;75;26;6;2;Rent;Home Improvement;Adjustable Rate;South;0,485242598
182166;619;48;5,95;71538;79;39;7;2;Mortgage;Personal Loan;Adjustable Rate;East;0,266130892
71469;712;60;8,93;69775;76;48;5;1;Mortgage;Home Purchase;Fixed Rate;North;0,897088248
139655;719;48;5,24;90282;60;26;5;2;Own;Home Improvement;Adjustable Rate;South;0,38219899
194009;670;36;8,09;60027;84;19;6;0;Rent;Debt Consolidation;Fixed Rate;North;0,009999536
65095;610;72;5,6;35444;76;25;4;2;Mortgage;Auto Loan;Adjustable Rate;West;0,010000768
169364;640;60;6,35;74304;82;44;3;2;Rent;Home Purchase;Adjustable Rate;North;0,584787794
37222;700;36;5,05;50519;92;19;5;2;Mortgage;Personal Loan;Adjustable Rate;South;0,00999409
98875;612;60;7,25;53382;85;26;4;0;Rent;Home Purchase;Fixed Rate;West;0,010002528
151932;785;60;4,06;93258;89;41;7;1;Rent;Home Purchase;Fixed Rate;South;1
67164;724;36;7,82;68359;74;31;7;1;Own;Home Improvement;Adjustable Rate;North;0,338901793
100724;725;72;4,89;67669;88;30;6;1;Rent;Home Purchase;Adjustable Rate;West;0,681158413
76408;689;60;4,86;26863;84;42;8;0;Rent;Auto Loan;Adjustable Rate;North;0,009998953
232407;781;24;5,65;46331;83;21;2;2;Rent;Personal Loan;Fixed Rate;South;0,242423851
158211;677;72;7,34;72310;85;22;10;2;Own;Auto Loan;Adjustable Rate;South;0,906953372
178365;723;72;7,06;39732;92;9;0;1;Mortgage;Personal Loan;Fixed Rate;North;0,010001962
138866;735;36;7,4;38650;79;12;7;0;Own;Personal Loan;Adjustable Rate;North;0,010002448
132328;694;48;6,05;43779;81;48;4;2;Own;Debt Consolidation;Adjustable Rate;East;0,366982045
69176;605;60;6,94;52247;78;41;3;0;Own;Home Improvement;Adjustable Rate;West;0,010003469
135408;827;72;8,58;31208;80;41;6;1;Own;Home Purchase;Adjustable Rate;North;1
111925;675;48;8,76;31826;74;27;5;0;Rent;Home Improvement;Adjustable Rate;North;0,009997766
192896;674;72;3,37;36226;60;28;3;0;Mortgage;Home Purchase;Adjustable Rate;South;0,010000207
207055;668;72;4,47;78902;77;34;5;1;Mortgage;Personal Loan;Adjustable Rate;West;0,503600493
223329;703;72;6,13;81732;88;25;8;0;Rent;Auto Loan;Adjustable Rate;West;0,755074352
192628;696;60;5,15;66998;96;29;8;1;Rent;Debt Consolidation;Adjustable Rate;North;0,725943269
120067;641;48;7,44;90007;60;15;7;2;Own;Debt Consolidation;Fixed Rate;West;0,010002748
94205;738;60;8,1;63385;84;43;5;2;Rent;Home Purchase;Adjustable Rate;East;1
188333;726;48;7,32;61653;82;43;3;0;Rent;Home Purchase;Adjustable Rate;West;0,580593948
167815;660;72;5,65;84269;68;27;7;1;Rent;Debt Consolidation;Fixed Rate;East;0,334684027
61573;673;48;5,29;75929;73;29;8;1;Mortgage;Home Improvement;Adjustable Rate;East;0,054715541
167774;707;48;9,33;54531;90;16;4;0;Rent;Auto Loan;Fixed Rate;East;0,021403793
190726;537;60;5,95;38643;66;29;4;2;Rent;Home Purchase;Adjustable Rate;South;0,009998637
152946;650;24;4,66;79526;84;21;7;2;Mortgage;Debt Consolidation;Adjustable Rate;East;0,009996992
140747;701;48;6,63;82547;80;30;1;1;Own;Auto Loan;Adjustable Rate;North;0,402999709
109618;695;24;6,44;85292;72;29;2;2;Mortgage;Auto Loan;Fixed Rate;South;0,009998358
77673;665;72;7,7;74076;67;40;5;0;Mortgage;Auto Loan;Adjustable Rate;West;0,22333372
190015;629;24;7,22;66286;77;36;3;2;Rent;Auto Loan;Adjustable Rate;South;0,009999211
134544;867;60;6,79;89371;101;25;6;2;Rent;Home Improvement;Adjustable Rate;East;1
138327;616;24;5,68;63593;78;17;4;0;Own;Auto Loan;Fixed Rate;West;0,009998048
236636;738;72;5,71;60296;69;26;6;2;Rent;Personal Loan;Adjustable Rate;West;0,858090062
184225;642;36;7,14;71328;94;-8;7;2;Rent;Debt Consolidation;Adjustable Rate;East;0,009998643
168541;654;48;4,21;76691;74;41;7;1;Own;Home Purchase;Fixed Rate;North;0,242943853
157103;729;60;5,78;20398;78;27;5;2;Mortgage;Personal Loan;Adjustable Rate;South;0,104224617
226000;623;36;7,93;62527;68;35;5;2;Rent;Home Purchase;Adjustable Rate;West;0,01
235979;719;60;2,74;87698;78;27;4;1;Mortgage;Home Purchase;Adjustable Rate;North;0,6017866
196475;724;60;6,04;98556;80;38;5;2;Own;Auto Loan;Adjustable Rate;North;1
179111;765;24;8,44;37203;92;27;6;1;Mortgage;Debt Consolidation;Fixed Rate;West;0,336143509
45270;758;60;5,72;53507;83;49;5;0;Mortgage;Debt Consolidation;Adjustable Rate;East;0,663441573
156186;789;60;7,22;60843;80;22;6;1;Rent;Auto Loan;Adjustable Rate;East;0,832782708
143495;760;72;7,45;54356;83;21;3;2;Own;Personal Loan;Adjustable Rate;North;0,744416182
154698;807;24;3,96;85550;86;36;9;1;Mortgage;Auto Loan;Fixed Rate;West;1
197152;704;24;7,62;85195;76;25;6;1;Mortgage;Home Improvement;Adjustable Rate;North;0,32403932
13016;664;36;5,72;62803;67;18;7;0;Rent;Personal Loan;Adjustable Rate;South;0,009987707
121534;596;48;6,3;78007;69;32;5;1;Mortgage;Auto Loan;Adjustable Rate;East;0,009997202
163495;661;24;8,11;89849;73;44;5;0;Mortgage;Auto Loan;Fixed Rate;East;0,178892321
126658;713;60;3,93;39816;81;37;7;2;Mortgage;Auto Loan;Adjustable Rate;East;0,39112413
79155;688;72;4,92;72076;80;33;9;0;Rent;Auto Loan;Fixed Rate;East;0,455283937
193448;719;36;8,26;49753;70;30;5;0;Mortgage;Home Purchase;Adjustable Rate;North;0,009997519
163844;692;72;4,46;54010;77;38;3;1;Own;Personal Loan;Fixed Rate;West;0,257488831
101445;621;60;6,95;44252;83;34;4;2;Mortgage;Debt Consolidation;Fixed Rate;South;0,009995564
165741;666;72;5,79;96833;76;47;9;0;Rent;Auto Loan;Adjustable Rate;West;1
191079;746;24;7,87;61108;81;27;3;1;Rent;Home Purchase;Adjustable Rate;East;0,167778772
150265;679;60;6,73;39577;92;33;5;1;Mortgage;Home Improvement;Fixed Rate;South;0,251316008
190028;710;48;6,31;72944;86;36;3;1;Mortgage;Home Improvement;Fixed Rate;South;0,545124929
153913;712;60;5,58;68659;79;28;2;1;Rent;Home Purchase;Adjustable Rate;East;0,313534269
130239;599;48;8,2;75613;75;47;6;0;Mortgage;Debt Consolidation;Fixed Rate;North;0,009997006
92029;731;36;8,17;76116;72;9;9;1;Mortgage;Auto Loan;Adjustable Rate;South;0,137717459
145703;724;24;6,73;52335;83;31;7;2;Rent;Home Purchase;Fixed Rate;East;0,378907778
159715;689;60;6,11;74259;83;23;7;1;Rent;Home Improvement;Adjustable Rate;South;0,483855618
193792;698;24;7,49;47659;72;50;6;1;Own;Auto Loan;Adjustable Rate;East;0,194264985
144245;763;48;5,3;31674;101;34;6;1;Own;Home Improvement;Fixed Rate;South;0,658567021
172871;663;36;6,06;50140;79;27;6;0;Rent;Home Purchase;Adjustable Rate;East;0,010001678
101769;704;60;5,02;57770;105;41;6;1;Rent;Auto Loan;Adjustable Rate;South;0,812221796
110869;680;48;6,23;86632;92;29;2;1;Mortgage;Home Purchase;Adjustable Rate;West;0,382803128
144481;716;60;7,46;35357;85;43;6;1;Mortgage;Auto Loan;Fixed Rate;South;0,625161786
97269;639;60;5,27;96009;86;20;8;1;Own;Personal Loan;Adjustable Rate;South;0,339871902
191012;660;72;7,09;53772;92;31;5;0;Own;Home Purchase;Fixed Rate;East;0,333471196
173157;736;48;5,5;48451;73;44;6;0;Rent;Auto Loan;Adjustable Rate;South;0,257939327
163955;693;72;7,86;55630;87;34;4;1;Own;Home Improvement;Fixed Rate;West;0,639736513
166945;735;48;7,75;31555;77;20;4;0;Mortgage;Home Purchase;Fixed Rate;West;0,009997305
251052;691;36;5,5;69045;83;38;6;1;Rent;Home Improvement;Adjustable Rate;West;0,483724487
126557;736;36;8,71;40331;85;33;7;2;Mortgage;Home Improvement;Adjustable Rate;West;0,513144275
39928;710;36;4,65;99684;86;28;1;0;Rent;Home Improvement;Fixed Rate;North;0,035564015
159965;745;72;4,03;93598;85;43;4;1;Rent;Auto Loan;Fixed Rate;North;1
147470;678;60;6,04;16132;76;35;4;2;Rent;Auto Loan;Adjustable Rate;South;0,010002034
124124;675;36;6,18;92090;81;16;3;1;Own;Home Improvement;Adjustable Rate;West;0,009998066
101059;711;24;6,9;58841;73;38;3;2;Mortgage;Home Improvement;Fixed Rate;North;0,076480076
128041;751;24;6,96;48922;63;44;-1;0;Rent;Personal Loan;Adjustable Rate;East;0,009996798
159067;675;36;8,21;64766;89;30;6;1;Own;Home Improvement;Fixed Rate;East;0,211508358
124859;628;72;5,9;44681;77;10;4;1;Own;Home Purchase;Fixed Rate;North;0,010003284
270623;818;36;5,1;40746;100;31;8;1;Rent;Home Improvement;Fixed Rate;North;1
101975;751;24;5,57;66171;87;29;7;2;Own;Auto Loan;Fixed Rate;South;0,552625644
110344;741;36;9,36;58703;68;40;4;0;Mortgage;Home Improvement;Adjustable Rate;North;0,189887987
35569;682;60;6,24;57710;88;27;7;1;Rent;Debt Consolidation;Adjustable Rate;West;0,195535438
162574;725;60;8,82;63125;80;23;5;2;Own;Debt Consolidation;Adjustable Rate;East;0,693671805
49180;698;48;7,25;96539;81;26;2;2;Mortgage;Personal Loan;Fixed Rate;West;0,53399756
123027;653;48;7,35;85130;82;31;4;2;Mortgage;Debt Consolidation;Fixed Rate;East;0,381721086
136216;736;48;5,97;84532;79;32;5;1;Mortgage;Home Purchase;Adjustable Rate;North;0,657617314
114514;705;48;8,21;30978;94;18;5;1;Own;Personal Loan;Fixed Rate;East;0,009998777
236944;609;48;6,03;38545;84;32;6;2;Rent;Home Improvement;Fixed Rate;South;0,009998143
199720;706;48;8,43;54212;86;30;3;2;Own;Personal Loan;Adjustable Rate;West;0,537878029
215957;744;48;7,59;74551;74;34;4;2;Mortgage;Home Purchase;Fixed Rate;North;0,911334201
105879;747;36;6,12;63567;79;40;5;1;Own;Personal Loan;Fixed Rate;West;0,49715241
206430;740;72;8,41;58111;87;42;4;0;Own;Debt Consolidation;Fixed Rate;West;1
174800;749;36;3,75;40706;72;18;5;2;Mortgage;Debt Consolidation;Adjustable Rate;North;0,01
188570;669;72;5,17;68157;92;35;8;1;Own;Debt Consolidation;Fixed Rate;South;0,935530572
201472;758;60;7,17;68929;72;30;9;1;Mortgage;Personal Loan;Adjustable Rate;North;1
104562;675;72;5,07;51716;73;48;6;1;Own;Home Improvement;Fixed Rate;South;0,428119202
128784;652;60;9,14;71145;78;43;5;0;Own;Auto Loan;Fixed Rate;North;0,386228103
193130;710;60;7,12;56686;77;32;6;1;Mortgage;Debt Consolidation;Fixed Rate;North;0,442691451
17219;732;72;8,12;78523;83;38;7;2;Rent;Home Purchase;Fixed Rate;South;1
225666;735;60;6,34;70545;74;18;4;0;Mortgage;Debt Consolidation;Adjustable Rate;North;0,244573839
177657;716;24;7,5;56578;102;25;4;0;Rent;Auto Loan;Adjustable Rate;West;0,124447672
147715;579;60;6,61;52569;67;27;7;2;Mortgage;Personal Loan;Fixed Rate;North;0,009998985
161025;730;72;7,69;43860;81;20;4;2;Own;Home Improvement;Fixed Rate;East;0,543847229
98503;740;36;6,1;96369;71;38;9;0;Rent;Auto Loan;Adjustable Rate;West;0,679958986
132503;662;24;7,1;43533;87;21;8;2;Rent;Debt Consolidation;Adjustable Rate;East;0,009999774
205014;661;72;6,28;68917;75;32;4;2;Rent;Home Purchase;Fixed Rate;West;0,463270801
214901;771;48;7,59;57678;76;22;5;0;Own;Home Purchase;Adjustable Rate;North;0,240752719
284811;674;48;9,07;51436;80;22;6;0;Own;Home Purchase;Adjustable Rate;North;0,107411582
146304;687;36;5,08;75358;91;40;6;0;Own;Personal Loan;Fixed Rate;West;0,269158738
117072;706;48;6,9;50287;75;10;6;2;Mortgage;Debt Consolidation;Fixed Rate;North;0,010002392
124288;707;60;7,54;59993;106;37;8;1;Mortgage;Personal Loan;Adjustable Rate;East;1
99098;718;60;8,22;65905;70;24;5;2;Own;Home Improvement;Adjustable Rate;East;0,485852389
146107;747;36;3,84;62864;58;37;9;1;Own;Home Improvement;Fixed Rate;West;0,251062577
169137;778;60;7,33;51566;80;26;9;1;Rent;Personal Loan;Fixed Rate;North;0,929193494
148288;691;72;7,75;29679;74;26;6;1;Rent;Debt Consolidation;Fixed Rate;East;0,057604122
204817;780;24;7,65;92200;82;34;6;2;Rent;Debt Consolidation;Fixed Rate;West;1
138289;670;24;7,13;92373;94;32;7;0;Mortgage;Debt Consolidation;Adjustable Rate;West;0,264814989
132627;690;60;7,46;82967;80;21;5;2;Rent;Personal Loan;Fixed Rate;East;0,569808561
120937;775;48;5,62;47168;82;49;7;0;Own;Home Purchase;Adjustable Rate;West;0,735167897
68368;776;60;6,63;45100;92;23;4;0;Rent;Auto Loan;Fixed Rate;West;0,289316639
71612;733;24;7,82;29840;85;38;2;1;Mortgage;Debt Consolidation;Adjustable Rate;West;0,009998324
91042;640;60;9,34;49292;70;22;5;0;Mortgage;Auto Loan;Fixed Rate;West;0,009995387
215071;722;24;8,67;61296;87;38;4;0;Rent;Personal Loan;Adjustable Rate;South;0,163057781
194763;650;48;7,29;43040;93;34;6;2;Rent;Home Improvement;Fixed Rate;North;0,13944127
218748;660;48;6,67;58445;82;29;2;2;Mortgage;Home Improvement;Fixed Rate;North;0,052832483
83389;683;36;6,38;87013;101;25;3;0;Mortgage;Auto Loan;Fixed Rate;North;0,133566777
51569;695;36;4,95;49140;67;13;7;1;Rent;Home Improvement;Fixed Rate;East;0,010006011
116997;650;72;7,6;83521;82;24;8;1;Rent;Home Improvement;Adjustable Rate;South;0,528167389
158791;724;72;4,59;61387;81;41;5;2;Rent;Home Purchase;Adjustable Rate;North;0,937622409
